store_id,store_id_count
0771fc6f0f4b1d7d1bb73bbbe14e0e31,21
0777d5c17d4066b82ab86dff8a46af6f,3
077b83af57538aa183971a2fe0971ec1,4
077e29b11be80ab57e1a2ecabb7da330,63
07844316ab7bf7fb3e3378086ddd2ac5,32
07a96b1f61097ccb54be14d6a47439b0,4
07ac7cd13fd0eb1654ccdbd222b81437,35
07ae4cca3f90a49347ccb5c1a82ff46f,5
07b1c04a30f798b5506c1ec5acfb9031,18
07b95840d88e2f1c033865fba89f624b,57
07be74f1a1b5e0a89a5f78ce1725a7eb,14
07cdfd23373b17c6b337251c22b7ea57,19
07d5938693cc3903b261e1a3844590ed,18
07dbd9a180c7cc69cada7b982c5ae82c,1
07dfc1ba2a5e4395d243d0a619619f5b,12
07e1cd7dca89a1678042477183b7ac3f,218
07e87c2f4fc7f7c96116d8e2a92790f5,30
07f75d9144912970de5a09f5a305e10c,6
07fb6ce39032041f0d9e1cbeb08f2fb2,1
07fc15c9d169ee48573edd749d25945d,67
07fc49d464acdc489fc1a262fecf8023,9
08040837089cdf46631a10aca5258e16,76
08048a9c5630ccb67789a198f35d30ec,3
0806a60e2e5466094ab2652bef28a251,4
080c993fb3b58e26c1d2265bf9da0af3,3
0817f5b4e989ffc649c10f58968a6201,6
081858e42df3e2ac683f842e34831256,5
081be9fdff07f3bc808f935906ef70c0,4
082a8bbf2c357c09f26675f9cf5bcba3,1
08419be897405321542838d77f855226,17
0841e501109ad2474e51874dc351bd2b,8
08425b881bcde94a383cd258cea331be,1
0845e4af78488cb5bacf0cbf68305d08,4
084a8a9aa8cced9175bd07bc44998e75,1
084afd913ab1e6ea58b8ca73f6cb41a6,8
085041a0a9f34e2125087d2c53fe6291,56
08525774e9cc6cc7577ed9be1f01a185,3
085774e529f8c6611741cdb352f364bc,16
087408522c31eeb1f982bc0eaf81d35f,52
0876196fce3c2b869fa5d746cded58dd,10
087d2849417bebba8f772a34eae096e3,2
087f472a3834c0b03466667b67d58982,3
088660d31e3314b1c5817fa45e9f25f1,6
0887f1a5b9970ad13f46b8c1485f7900,2
08a1fbda444d0ed569626fdb23520d02,17
08a83ab0d6cfa10c7dc6844badeeb9de,13
08aac6ac98e59e523995c161e57875f5,32
08aee6276db142f4b8ac98fb8ee0ed1b,4
08b255a5d42b89b0585260b6f2360bdd,53
08b7dc6e8b36bcaac15847827b7951a9,4
08c5433a60135c32e34f46a71175850c,26
08d32c7b011f031f15cf135dc6360f20,16
08d64daa10339a98d9d9fa9145b7cca8,19
08e5d8066881eab185d0de9db3b36c7f,25
08e6bea8e90ba87af3c9554d94db6579,51
08ecfbbc924a19234f7eb081c20d87ac,4
08f0efebb1c51aada9430a089a2050cc,32
08f38e0434442128fab5ead6217ca759,2
08f90c1a417155361a5c4b8d297e0d78,4
08fb104b0f2f838f3ce2d2b3741a12c2,4
090793f7ac0ed3232628dbbcef5f9928,17
091bc5440296cc0e41dd60ce22fbaf88,6
093562aee4b200f3c39fdd15462f2f9b,22
0937fb5864ed06ffb59ae5f9b5ed67a9,18
093f65e080a295f8076b1c5722a46aa2,126
0950ca92a4dcf426067cfd2246bb5ff3,7
09676fac73eda6cac726c43e43e86c58,67
096ffc299200f51751b08da6d865ae95,2
09733dde1da9c47d431c043b24056f4e,9
09779bb7930c8a0a44360e12b538ae3c,12
097a266326991a991c77d203160c8563,12
097bf611b4bd8f82ad46290f9478a666,7
097e26b2ffb0339458b55da17425a71f,14
0987b8b338d6c90bbedd8631bc499221,14
09a5e2a11bea20817477e0b1dfe2cc21,118
09a7ae5955da82295abd34ba63761291,33
09a8a8976abcdfdee15128b4cc02f33a,82
09b35ad905cc1f7bcdcee849bc4451a4,19
09b69adcd7cbae914c6204984097d2da,23
09b8c249733de5c23897177cc1a25e51,3
09c1279b01289fa282367675519325a1,10
09c180f92cbf0a9427599a415783ad77,10
09c6c3783b4a70054da74f2538ed47c6,23
09c78e5e092faab26c371b2c3f13f514,7
09ccf3183d9e90e5ae1f425d5f9b2c00,1
09d37c08f7b129e96277388757530c72,127
09dc7e8aaf2f29da382df8717f41a8b1,42
09def3ebbc44ff3426b28fcd88c83554,15
09eb27dec1a45d92f229228204ea7201,6
09edb40ef883d346b689404badc3ec3b,14
09f2eee3a1a8cf447291c883dc09ff4e,10
09f4d591f9ff9e5e0bb6766b0188d017,24
09fb05dd477d4ae6479985ca56c5a12d,15
0a09c8844ba8f0936c20bd791130d6b6,2
0a113ef6b61820daa5611c870ed8d5ee,42
0a15350bdbbdd4b3bede03a525997ca4,9
0a16224c296f72af9037875a027f94a6,4
0a2298a72858d90d5c4b4fee954b6896,2
0a348ede8ac3768875037baca5de6e26,4
0a3b6f64f0523984e51323fe53b8c504,7
0a5052334511e344f15ae0bfafd47a67,16
0a51f21be1788c647ab965b12af2820c,107
0a552abf945aad2831a917bd58bbdc70,36
0a7d7a81e8e3a20e4c34748e98ef45f6,99
0a7d83f084ec258aefd128569dda03d7,6
0a890abf09b6ef953734969c6aeee8d4,3
0a8e127a7b5717b3aee6c1f0f508d1b0,3
0a988fc2992add2d3233e19c7aadfdea,3
0aa1883c6411f7873cb83dacb17b0afc,6
0aa886105b1ba7a8db845491110a5bb7,8
0aaf61723a352ba7ea1be4502df85765,15
0abdc563a06105aee3c6136871c9f4d1,86
0abf05b2c2c603eaaa68e9b8526393bc,8
0ac08910b7e81371887df3d62b8940ac,33
0ac6bb01918e52c611c2ac94e1a8bdcd,6
0ad4995acabe081da73ef9481ab5d170,31
0aed23da2775d1ffec4e951b99f3cca8,26
0afa92fc0f8a9cf051bf2961b06ac56b,1
0aff028f25c8fe99cfb354019e09ffb2,13
0b0ee8b71cee482463da696285a4def0,1
0b105cf1504c4e241fcc6d519ea962fb,7
0b1a9804a1661ef758a1f76011b7ceb8,23
0b1ec7225cc65947854e79e7a58c63bc,16
0b229b5ea84cc5f79dcaf2984efb7e45,1
0b33f2e8843e8b440dd8caf7086995b0,9
0b3f44d9054402de39441e165a4bdfe0,7
0b49b88c68f7ecbdb73f50496c084a1e,19
0b5e29aa1acf8bdc5d8935d7036fa4f5,29
0b5f2caf4c5de1e3a8e68f505ae6899b,5
0b606c5849811a2d8b92b8f4e6391fd7,22
0b61a4e863c0f5e7e20001aea1c33962,2
0b6ace9e8971cf36f1782aa982a708db,9
0b7b998c6e3fc5b61a7573431d43feed,31
0b7e2607202cb7cafc1afda7ba96a535,2
0b96d81f0494fde5428c7aea243c9157,44
0ba166bf271f1eb979cda386d2b74265,4
0baa10f95ef302bf877f1f11e8ffef58,20
0bb0846327772451045bd30dd347821b,208
0bb4aec1710521c12ee76289d9440817,37
0bbeaf0242180c8abffb2b8dada5a9e4,5
0bcd25b83e703478c74c9f575039f3f1,9
0bed45bd5774ffddc95ffe500024f628,18
0befcb6854bc6a1e3d3ab31b6aaec951,15
0bf28731c890f78031df29d4be2d85e5,1
0bf31d0d702fcac8c8e07912f3347c31,5
0bf76a53f4021dd7bd49affd1419a2e7,14
0bff2aa05a6d99cad062133e6c589de1,11
0c048b3a434e49e655c1247efb389cec,7
0c0a7566915f4f24853fc4192689aa7e,115
0c0bf917c7942b5a08df71f9da626f97,9
0c0cfd9478c6551fbfe74a7acb6fc037,138
0c0f5df32f66e331cf7ffabb10999ebc,5
0c12278389532e91c601af4c8adef7fc,23
0c1afc055393604da9a0074c7a02d80e,5
0c29c7dca6742f69e0e4ff304365d655,11
0c48ff739d86fc927eeb6b53379cb782,4
0c5534f554a26f7aeb7c780e12bb1525,17
0c6b6f19684ed9b6ff07575fcf81c98d,7
0c6d3f65c999673f0cc19ecc99e81f20,1
0c6fc0ac5afb01a75fe1910da98db915,8
0c74b7f78409a4022a2c4c5a5ca3ee19,42
0c945a8e12dd7ff713c275c1ad6de9e1,145
0c9e63b6cec0627182663ae8feb204cb,106
0c9ebb2ded806d7ffda75cd0b95eb70c,22
0caaa766dc911a0ba41070269c4a9758,11
0cad5adfb5b36b908b4bfe0e47371e3b,2
0cb5bbd38e65f8df5c422232fe758c5d,10
0cb929eae7a499e50248a3a78f7acfc7,17
0cbc5671ae26f67871cb914d81ef8fc1,7
0cd60efb5578cd967c3c23894f305800,18
0cddb7c06f1cd518e1efdc0e20b70c31,15
0cf9e05e144599e342541462a833f535,2
0d0fd7c6e093f7b804fa0150b875b868,254
0d173a5f998a6ce4a461508bd6e72668,1
0d1a9651497a38d8b1c3871c84528bd4,81
0d22da4bd124d386f5546323c45bc924,19
0d2b2061826a5df3221116a5085a6052,3
0d2f28fbfb3c845930a1cba0672950b1,9
0d3180d672e08b4c5312dcdafdf6ef36,8
0d46839f6371fb84f6b6c682f5fc2c77,1
0d4f4805c36dc6853edfa4c7e1638b48,51
0d5501edb21a59a43435efa67f200828,2
0d59701b3474225fca5563e015965886,18
0d5bd023a3ee11c7abca5b42a93c4866,5
0d5bfba0961e9c0427e3850c85b591a2,23
0d6d4579fd82b21026c44e6910669fcf,8
0d6d4bd865309c75246109d2d83a5fb6,90
0d7363894acdee742caf7fe4e97c4d49,1
0d73a25092e5c1c9769a9f3255caa65a,452
0d7de1aca9299fe63f3e0041f02638a3,160
0d8080853a54f8985276b0130266a657,11
0d82627e10660af39ea7eb69c3568955,2
0d8a89515fe89cd53cdedd3c039a15b0,7
0d9095b0d6bbe98ea0c9c02b11b59ee3,10
0d96cdc82eb35d4993854ac46361b8a0,2
0d98b597aa732aea606bde680c3b57d8,7
0db2e204010400f5c506620adcd1ae68,5
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,8
0dc852c25b04feeb7c607e85fbafe724,5
0dd4f2526c7c874d06f19523264f6552,15
0ddb0ca1ac0fe9a9899a14c8da505d02,13
0ddb6b8a7a5a3fdece94e55dea899444,28
0de705dc7d8026cc9b2128b775e4c35e,56
0deb1c54814305ca9ad266f53bc82511,137
0decd736e9cee73e63418003b47d7d56,5
0defd533d51ed0a10c5c9dbf93ee78a5,4
0df5627695c1aaf2a2be5c738a80f0c3,39
0e080857e96278e6dba76ac029faf291,37
0e1418311a013ebb344e7fcf8d199cc3,7
0e16366727185813f59d4a9467878901,107
0e1b703e310abf1b3932abf6806f9c39,25
0e230b1a582d76526b7ad7fc62ae937d,1
0e3e75d3095f3746ec2531e0bf543a5c,3
0e46c9990c6daf3876b5166b2bc79fdc,3
0e4e946668cf2afc4299b462b812caca,19
0e4f5cc9f4f3f7f1651a6b9f9214e5b1,25
0e55666a4ad822e0e34299df3591d979,30
0e64a7b00c83e3d22ce6b3acf2c582b6,106
0e674a918ebca3f78bfe02e2f387689d,7
0e78a1b0be474c86f804095d2909c141,19
0e790c71de7e8c531b6bfce6c41f3bf6,14
0e7c7d6c41c76b9ee6445ae01cc0181d,1
0e7e05fa1026b0c5459267608ae320b8,66
0e900ad84f63618452210ab8baae0218,8
0e9a570f97a6f2a4e1326a10228176a4,31
0e9d935f7e3f2b502450c049ddbc7c92,10
0ea711391df8d060f4f81141e192814e,11
0ead0dd9d2b345a1fe8507437245d8f8,5
0eb178c5581f651876fadae5a8980899,5
0ebcc77dc72360d0eb8e9504c78d38bd,10
0ebf197205c00fc6e0aac7261a8c1bdc,78
0ebffb73e257d1190853b416038b6d2c,25
0ec15baa9437436fff3e5fdbb4a7cae3,14
0ec96be397dd6d3cf2fecb4a2d627c1c,2
0ed3f657a3ad5a1fa47d89ae2aaad6e4,14
0ee8b1eafadac937e6e03d8866cef9bf,17
0ee8b85a85a49346fdff9665312a5cc4,7
0eea9b5a14fff04fe8c0ebf78bc90d63,5
0ef1989779e89d8c5a6c5f0df6929b39,1
0ef8fec8ddd3c6726e5325b41e61d608,22
0efe26971685ce5755740cbfaae04e7c,11
0efe32849d230d7f53049ddc4a4b0c60,23
0f004440ba0c8f1ccc5c355f3d77207f,11
0f0d67e214f9fef69b278e3d08114da9,14
0f0e0ddd3be45a94e4941c890a8ed1d1,3
0f0e13216262f4a201bec128044dd30f,127
0f2818101a7ac4b96ceeba38de4b934c,17
0f2c9a93eea6f38fabb3acb1c31488c6,4
0f2cdab3b6cd72058596bab972897f61,18
0f34132b15dd02f282a11ea1e322a96d,16
0f3c5d0c3666eec8cd311bec6d878915,14
0f44094a9a5077ebf381e4c5dd0eb503,1
0f4f778e61d44558c6f448a9cd313b08,8
0f541eccc4dc49cc19da7ca4594fad27,32
0f6df0b7e985e2877adf1f36f8d3bbf3,2
0f79c3f3e971e1af245a3551b53a8737,17
0f7b2bb5d0c7e6209ecff113108f64cf,24
0f9447c0f2b0d49e7f24c4c2e6f3bda5,4
0f96613235062963ccde717b18f97592,2
0f995c9aeb1565edd78adb37d2993d66,12
0f9cfb7a9acced8a4167ea8006fdd080,14
0fc170ecbb8ff1afb2c6de48ea5343e7,4
0fcee95cc7b4f2067da8ba1e330de18e,5
0fd36ed341d965a7e3f6c413a30c3b31,4
0fd7e4f42a8b4b4ef33394d35212b13e,11
0ffaca95e3e5242ba1097ad8a9a6e95d,11
0fff885ae427e3adae25dbb31251470c,8
1008fbb2c94f286909e8d9db51540119,7
10112bde2ba78e674b21aaa84613bc8e,6
101951fe7ebe7bd8c77d14f75746b4bc,4
1019c8091693ef5c5f55970346633f92,31
10297c517a2f80642661fcfa9d0b780b,8
102b905d54a908ae26000ed4801734b0,4
102f0bb6efb3a6128a3c750dd16729be,4
103303dd56a731e377d01f6a37badae3,2
10493aa88605cad5ab4752b04a63d172,2
105405695aa6c6e0e203fbf4df13a1d5,26
105773e3edc76ba90bb1d60913dffddf,2
1071f2d716fafebd789062219cec9c83,47
1074cf6dee6fd3a453ea3fa9d190a430,7
10976997a55826d2efd10358e23511de,124
109d2dd3608f669ca17920c511c2a41e,77
109e3ceb0fb7112c1e9e4a3b45e68212,7
109f08ce8c30365b3040d1284390101e,2
10a5ab2db37feedfdeaab192ead4ac0e,82
10a7cdd970fe135cf4f7bb55c0e3b59f,30
10b4945abe2e627db646b3c5226a4e50,4
10c272d06794d3e5785d5e7c5356e9ff,64
10c91cbec1b70835824b898ef16a0de7,2
10ce03a1ed01077e3e289f3e53c72813,14
10e4d7889812f78893b86aeb04111871,11
10fe8dc69a0964edc16fed1a1bd55716,115
1102a326d5f7c9e04fc3c89d0ede88c9,1
110e71dd8e23f87f715956349fdd0fd7,8
11108a3dbfe4636cb40b84b803b2fff6,5
11110cf64018697137cadb77b6aee9f8,47
1113d7a76ffceca1bb350bfe145467c6,44
11348e03e23b137d55d94464250a67a2,48
1134ac57b5b1d38b7d70c1b6feaa28cf,5
1145a30ff80745b56fb0cecf65305017,60
114d5395ef320585cb88d71948aa5e40,7
1150e7f501e2d0fc1196e0c5bc080418,2
115bc51524f29ca721174801df38a2a8,12
115f89503138416a242f40fb7d7f338e,235
1164caada87d881437173e9a15f78aa5,13
1175defd049d3301e047ce50d93e9c7a,3
11958dfee29b6709f48a9ba0387a2431,3
11997aab46c754fb90f36b9d8e4eaf99,41
119bd52062c0246257fcd0ec0b8f1902,1
11b01bd09f8d22fecc14d3418f83caab,3
11b921ef080f7736089c757404650e40,36
11b9842e0a271ff252c1903e7132cd68,190
11d0e6287202fced83f79975ec59a3a6,10
11e20d38f6b5c8462c96f6b88b12620d,4
11e2ad6bf99300cd3808bb105b55d4b8,1
11f524c3fbfeeca4aa916edcb6b6392e,15
11f9e78e4899a78dedd439fc583b6693,29
120ca817ebe8caa71e92ac53049b2c6a,36
1216a1bca4361c39d1d77965c5d95ee3,71
123b7f02433572a0a560e620311a469c,44
123f7670babac5a92883d9a7afb4262e,186
1255580674a2f99d63e59950c956bf97,2
125af4d20f1ece003e7e5645cb909f2f,4
125b93c9b50703fe9dac43ec231f5f83,4
126c2da128e5b044dc53405c25b4d8de,5
1294afe6156ef3b577821cd2c97769bf,1
12967cc2a03871bd9eef46ed6da69398,4
12b1e42dc0746f22cf361267de07073f,156
12b668a1ada1828ba795332f419d4ef7,6
12c7c68e4e25a6bb27bcdbccf500b5fd,10
12ced2db6f0193dda91ba86224ea1cd8,72
12cfbd88070f29ee643ba6a9d614f79b,1
12e1b435e5e53888e787d22c1e8d262d,1
12eeb1fadde6b062c33ac4282fdaef75,2
12f2b19fb872d854ceffd60459a20dee,2
12f6de45d4efe308cfeeca3f1d0bc3af,29
12f73080e04ce0d8e95defb577ebc3f4,1
12fb63ba1566cb03484e1e5e290a73f4,12
12ffb0968f2f56e51a59a6beb37b2859,5
1305f6c705349316360c3ccfe7cfe847,10
130ea938864f051b9a40c85b6a713306,8
130f1a8e9e102707f3f91b010f151b0b,151
13111c20aee51aeb480ecbd988cd8cc9,22
131654a371fe35dc9ca1f15c72f13e0e,10
131e28c946ec1e010dc02a8f53cec237,6
131f383b434fdf48079bff1e44e2d9a5,62
1325cdae3b6f0f91a1b629307bf2d498,44
132d6c1408f2492456848667346b54b6,4
13384ffc9d8bdb21c53c6f72d46f7866,34
133ab5ec088e124c430f41b7413bcdb0,32
1345df26413e5a97ce4bddd35cad74b8,28
135bc4e07e2f9b0c0fdb83c1c4d8b3e0,12
136097e96ea970878c91803a5394ab87,5
13616b9ad93bd3ff7f45556ad117f48a,5
1368ba1ab6ed38bb1f26f36673739d54,21
136c2f0599b3a0175c544b72e4861b9f,3
136f951362dab62e64eb8e841183c2a9,41
1373b284bc381890049e92d324f56de0,7
137ffea9336f8b47a66439fc34e981ee,9
1385974ed5904a438616ff7bdb3f7439,500
138a14eaf4a8c188a6c41cafd9400a30,8
138bb0696595b338afbab333c555292a,108
1392a70e4978d9890a1a1d40a11edbe8,3
139ae036df3080e2678cdb11bb2b88de,90
139c3c1b7ca46a9d4fd6d163d98af635,4
139f0874f2ded2e41b0393c4ac5644f7,33
13be619fe4333bac694c3bdfd3367cbd,2
13c82439d5287ddb2a87783e3d19c965,1
